file_name,Notes,Category
brave.exe,,Web browsers & frameworks
braveupdate.exe,,"Browsers, runtimes, misc third-party clients"
brightnessfallbacksvc.exe,,Display management & calibration tools
brightnessoverlayhost.exe,,Overlay + system tray + clipboard services
brightnessrelayhost.exe,,"Shell UX interactions (brightness, audio, overlays)"
browser_broker.exe,,Browser crash handlers & helper binaries
browserfix.exe,,Red team EXE names mimicking Windows internals (seen in wild)
btpanhelper.exe,,"Device, Bluetooth, Hotspot, Wireless Tools"
btstackhost.exe,,"Mobile device, phone link, and Bluetooth tools"
bugreporttool.exe,,Crash handlers and feedback processors
bugsnagagent.exe,,Third-party telemetry / analytics agents
buildkite-agent.exe,,CI/CD pipelines and agents
buildtoolslauncher.exe,,"SDK, DDK, and optional Windows components"
bundledinstaller.exe,,Installer Frameworks & Updater Runtimes
c2rbootstraphost.exe,,MSIX / MSI / Side-by-side component executors
"c2rintl.dll,DLL often loaded dynamically",DLL often loaded dynamically,Office Click-to-Run / Office 365 binaries
c2rrepair.exe,,Office Click-to-Run / Microsoft 365 platform binaries
c2rsideloadagent.exe,,MSIX / MSI / Side-by-side component executors
c2rumgr.exe,,Office Click-to-Run / Office 365 binaries
cabarc.exe,,Data exfil / compression tools
cachecleanupsvc.exe,,System event bridges and UX fallback tools
calendarhost.exe,,"Time zone, clock, locale, and calendar support"
carbonblack.exe,,Security clients and agent helpers
carbonite.exe,,"Backup, sync, cloud tools"
carbonitebackup.exe,,Third-party IT and backup platforms
castscreenbroker.exe,,UX helpers and projection/display
catalogupdatehost.exe,,Update cache agents and offline servicing
ccmexec.exe,,"Enterprise Software: SCCM, Intune, etc."
ccmsetup.exe,,"Enterprise Software: SCCM, Intune, etc."
cdb.exe,,Native Windows troubleshooting / diagnostics
cefclient.exe,,"Browsers, runtimes, misc third-party clients"
cefsharp.browsersubprocess.exe,,Web browsers & frameworks
certautoconfigsvc.exe,,"Cert, crypto, enrollment, TPM-related"
certcredentialprovider.dll,,Smartcard / credential providers (quietly abused)
certenc.dll,,"Trusted platform, cert store, encryption helpers"
certenroll.dll,,Digital signing utilities / Crypto / Cert store
certenrollmenthost.exe,,"Cert, crypto, enrollment, TPM-related"
certificatebindingbridge.exe,,"Crypto, PKI, Smart Card, and Certificate helpers"
certificateuxbroker.exe,,"Cert, crypto, enrollment, TPM-related"
certify.exe,,"Penetration testing, post-ex tools (if dropped by attacker)"
certmgr.msc,,MMC Snap-ins (Can trigger DLL loads)
certocm.dll,,Smart card and crypto module loaders
certpromptsvc.exe,,"Crypto, smart card, key storage EXEs"
certprop.dll,,"Trusted platform, cert store, encryption helpers"
certreq.exe,,Admin/Support tools
certrequestproxy.exe,,"Crypto, PKI, Smart Card, and Certificate helpers"
certrequesttool.exe,,"SDK, DDK, and optional Windows components"
certstorehelper.exe,,More malware-styled disguises (sideload-ready)
certutil.exe,,Admin/Support tools
charmap.exe,,Legacy Support / Admin Tools
chef-client.exe,,Misc third-party dev tools / cloud agents
chineseimehost.exe,,IME (Input Method Editor) and regional input components
chkntfs.exe,,Kernel analysis and internal tools
choco.exe,,Installer helpers (non-default bundle managers)
chrome.exe,,Chrome/Edge-based
chromebridgehost.exe,,Native messaging and plugin bridges
chromesetup.exe,,"Browsers, runtimes, misc third-party clients"
chromium.exe,,"Browsers, runtimes, misc third-party clients"
chromiumupdater.exe,,Microsoft Edge & Chromium variant tooling
cipher.exe,,Admin/Support tools
citrixupdater.exe,,VDI & Remote display toolkits (MS and third-party)
citrixworkspace.exe,,VPN & Virtualization tools
clang++.exe,,Developer Runtimes & SDKs
classiccplauncher.exe,,Legacy Control Panel + SysWOW64 UI redirection
classiccpview.exe,,Control Panel and shell bridge helpers
classicdisplayconfig.exe,,Control Panel stubs and CPL wrappers
classicmenuloader.exe,,Legacy/fallback tools invoked at logon or via shell
classicsettingsui.exe,,Shell and Control Panel fallback hosts
classicstartresolver.exe,,Shell UI triggers & fallback launchers
classroomuxhost.exe,,OEM/Thin Client specific
cleanhost.exe,,Red team EXE names mimicking Windows internals (seen in wild)
cleanmgr.exe,,Legacy Support / Admin Tools
cleanupdate.exe,,Red team-styled “clean” disguises for loader EXEs
cleanuphost.exe,,More post-installation and remediation tools
cleanuprecommendationagent.exe,,System cleanup and disk space tools
clicktorun.exe,,"App/V, Click-to-Run, and AppX dependencies"
clicktorunengine.exe,,MSIX / MSI / Side-by-side component executors
clicktorunhealthagent.exe,,"Update-related EXEs (used by OneDrive, Office, Store platforms)"
clicktorunrepair.exe,,MSIX/Click-to-Run + hybrid deployment agents
clicktorunservice.exe,,Microsoft auto-update & sync tools
cliconfg.exe,,Core Windows LOLBins
clientupdater.exe,,Crash handlers and update agents
clientuxwmiexec.exe,,"Enterprise Software: SCCM, Intune, etc."
cliinstallerhost.exe,,"Scripting interpreters, variable managers, & command bridges"
clion.exe,,IDEs & devtools (beyond VS)
clipboardcloudbridge.exe,,Clipboard & content sharing tools
clipboardhost.exe,,Feature-specific Windows brokers
clipboardmanager.exe,,"Taskbar, tray, clipboard, and system UX helpers"
clipboardmanagerproxy.exe,,"Tray utilities, overlays, clipboard & input switching"
clipboardmonitoragent.exe,,Overlay + system tray + clipboard services
clipboardpushsvc.exe,,Clipboard & content sharing tools
clipboardsharehost.exe,,"Tray utilities, overlays, clipboard & input switching"
clipbookviewer.exe,,Deprecated but signed Microsoft tools still present in WinSxS or OEM deployments
clipbrd.exe,,Legacy Support / Admin Tools
clockdriftfixer.exe,,"Time sync, idle, and system monitoring tools"
cloudactivationsync.exe,,Cloud/activation/license-related fallback services
cloudagenthost.exe,,Misc one-offs seen in malware/sandbox logs
cloudclipboardhost.exe,,Clipboard & content sharing tools
clouddownloadagent.exe,,"Download managers, sync tools, and telemetry agents"
cloudenrollmentagent.exe,,"Hybrid identity, provisioning, and cloud join helpers"
cloudexperiencehost.exe,,Advanced Windows Shell/UX/Explorer hosts
cloudexperiencehostbroker.exe,,"Microsoft OOBE components (used in OEM setups, pre-auth contexts)"
cloudfilebroker.exe,,File sync / storage services
cloudidentitybridge.exe,,Cloud/activation/license-related fallback services
cloudlogonclient.exe,,Hybrid identity / WebAuthn + broker flows
cloudnotifications.exe,,Even more Microsoft-signed system-level binaries
cloudpolicyexecutor.exe,,Azure AD / Intune / MDM / compliance policies
cloudprovisionhost.exe,,App model migration and provisioning
cloudprovisioningbroker.exe,,Cloud/activation/license-related fallback services
cloudroaminghost.exe,,"Roaming profiles, sync, and session state management"
cloudsyncviewer.exe,,"Smart App Control, OneDrive, sync, and SmartScreen"
cloudupdatescheduler.exe,,Update/repair/orchestration agents used by Store/Office/OneDrive
cloudvolumehost.exe,,"Cloud/hybrid sync, encrypted file agents"
clr.dll,,.NET and CLR-related loaders
clrcompression.dll,,CLR Hosting binaries
clrjit.dll,,CLR Hosting binaries
clsvhost.exe,,COM/ActiveX mediators and registration helpers
cluadmin.msc,,Remote/Cluster compute & HPC tools
clusctl.exe,,Remote/Cluster compute & HPC tools
clussvc.exe,,Remote/Cluster compute & HPC tools
cmake-gui.exe,,Developer Runtimes & SDKs
cmd.exe,,Core Windows LOLBins
cmdinjecthost64.exe,,Fake EXEs from cracked loaders + crypters (2024 live sightings)
cmdinjectrelay.exe,,Recent malware disguises from cracked stagers and loaders (Q2 2024)
cmdlauncher64.exe,,More post-exploitation helper-style malware disguises
cmdlinebootstrapper.exe,,"Scripting interpreters, variable managers, & command bridges"
cmdpayloadagent.exe,,"Red team / cracked malware disguises (sandbox confirmed, 2023–2024)"
cmdpayloadproxy.exe,,Known malware/pentest EXE disguises (2022–2024)
cmdredirectproxy.exe,,"Scripting interpreters, variable managers, & command bridges"
cmdrunner64.exe,,Fake EXE names found in malware/red team loaders (2023–2024)
cmdservicebridge.exe,,Malware/Red team disguises (confirmed via sandbox/kit source leaks)
cmdstartupproxy.exe,,New fake EXEs from cracked crypters and RAT loaders (2024 sightings)
cmdsvc.exe,,Fake/decoy/mimic binaries used in malware
cmdtaskinjector.exe,,"Freshly cracked malware disguise EXEs (sandbox confirmed, mid-2024)"
cmdwrapsvc.exe,,Known malware disguises from public campaigns & cracked builders
cmiconfig.dll,,Application Compatibility infrastructure
cmstp.exe,,Core Windows LOLBins
code.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
"code.exe,VSCode",VSCode,Other dev tools
code_insiders.exe,,Other dev tools
colormanagementbridge.exe,,Display management & calibration tools
comadmin.dll,,COM/OLE/ActiveX hosting environments
comconfighost.exe,,COM/ActiveX mediators and registration helpers
comctl32.dll,,Rare COM/OLE Payload hosts
comexp.msc,,Rare COM/OLE Payload hosts
comhost.exe,,COM/OLE/ActiveX hosting environments
comhost32.exe,,Legacy COM/OLE helpers
comlaunchagent.exe,,Late-stage execution tools (post-compromise persistence tools)
commandlineloader.exe,,Script/macro/CLI hosts (abused for proxy execution or sideloading)
commshost.exe,,"Email, Calendar, Contact, and Communication bridges"
comodoav.exe,,Security Vendor Processes
comodohelper.exe,,Security/AV binaries not previously listed
companyportal.exe,,Microsoft Endpoint Manager / Intune
companyportaluserhost.exe,,"Device Management (MDM, CSPs, Enrollment, Provisioning)"
compatibleapps.exe,,Update/Telemetry/internal feedback systems
compatmigrationhost.exe,,Migration and OS compatibility tools
compatprovider.dll,,More Compatibility Shims & AppCompat
compatshimloader.exe,,"Compatibility layers, legacy shims, and migration helpers"
compattelhost.exe,,"Update platforms, telemetry aggregators, diagnostics"
compattelrunner.exe,,Core Windows LOLBins
complianceactionrunner.exe,,MDM / Intune / Smart App Control stubs
complianceagent.exe,,Enterprise policy enforcement and MDM connectors
complianceenforcer.exe,,"Domain migration, remote automation, and compliance tooling"
complianceexecutor.exe,,Group Policy & policy enforcement stubs
compliancepolicyagent.exe,,"Logging, diagnostics, and policy audit helpers"
compmgmtlauncher.exe,,MMC Snap-ins (Can trigger DLL loads)
componentactivationhost.exe,,COM/ActiveX mediators and registration helpers
componentconsistencysvc.exe,,"Microsoft system readiness, baseline, and installer health evaluators"
componentfixerhost.exe,,"Installer recovery, resume, and patch fix agents"
componentinstallerhost.exe,,Setup fallback & install recovery tools
componentrepairbridge.exe,,"Setup rollback, recovery, and installer fallback EXEs"
componentrepairlauncher.exe,,Post-install repair agents
componentrepairux.exe,,Windows update retry and patch fallback
componentrollbackhost.exe,,Windows update error handlers & rollback diagnostics
componentservicinghost.exe,,"Update recovery, remediation, and hotfix staging agents"
componentsrepairhost.exe,,Feature servicing and repair components
computerdefaults.exe,,UAC bypass favorites
comregistration.exe,,COM/ActiveX mediators and registration helpers
comrepl.exe,,Rare COM/OLE Payload hosts
conda.exe,,Data science platforms / side-loaded notebooks
conf.exe,,Deprecated but signed/used components
confd.exe,,Cloud CLI & agents
configci.dll,,"Secure Boot, Device Guard, WDAC infrastructure"
configdeliverycontroller.exe,,"Enterprise update, inventory, and provisioning agents"
configdeliverysvc.exe,,Group Policy + MDM bridge tools
confighost.exe,,Fake helper binaries observed in red team droppers
configmanagerux.exe,,Legacy policy and deployment tools
configmgrportal.exe,,OEM/enterprise app portals
configmigrationhelper.exe,,Migration and OS compatibility tools
configreconciliationhost.exe,,"Policy enforcement, sync, and remediation stubs"
configremediationagent.exe,,GPO/MDM/Intune rollback or policy failure handlers
configserviceloader.exe,,Fake / cloned binary names seen in malware reports
configurationauditor.exe,,CLI and advanced diagnostic runners
configurationcomplianceagent.exe,,Windows security audit & patch compliance tools
configurationpolicyclient.exe,,Enterprise policy enforcement and MDM connectors
configurator.exe,,Red team EXE names mimicking Windows internals (seen in wild)
confmgr.exe,,Legacy support tools still present in many systems
conhost.exe,,Deep system infrastructure
conhostloader.exe,,Misc abused or trojanized EXEs (campaign artifacts)
conhostvr.exe,,Less common virtualization & network helpers
connectapphost.exe,,"Surface Hub, projection, and meeting UX flows"
connecteduserexperiences.exe,,"Update platforms, telemetry aggregators, diagnostics"
connectionbarhost.exe,,VDI / Virtual Desktop Infrastructure agents and brokers
connectivityagent.exe,,Misc “seen-in-wild” via threat intel or sandbox uploads
connectivityassistux.exe,,"Bluetooth pairing, device sync, and hardware profile tools"
connectivitysettings.exe,,"Device, Bluetooth, Hotspot, Wireless Tools"
connectivitystorehost.exe,,"Surface, pen, and mobility tools"
connectwisecontrol.exe,,RMM / remote access tools often used for persistence
conptyhost.exe,,"Virtual desktop, shell, and console infrastructure"
consolehost.exe,,"Virtual desktop, shell, and console infrastructure"
consolerouter.exe,,Multi-session aware service containers
consul.exe,,Misc third-party dev tools / cloud agents
contactslauncher.exe,,"Email, Calendar, Contact, and Communication bridges"
contactsupporthost.exe,,"Windows Help, Support, and Assist flows"
containerd.exe,,"Docker, container runtimes"
containerloader.exe,,App launcher patterns found in malware campaigns
contentdistributionhost.exe,,"Update-related EXEs (used by OneDrive, Office, Store platforms)"
